design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/si/work/caravel-gf180-pio/openlane/wb_pio,wb_pio,sky130B-2022-12-28_12_25,flow completed,1h21m19s0ms,0h13m7s0ms,59923.07692307692,1.82,20973.076923076922,18.87,6144.8,38171,0,0,0,0,0,0,0,-1,0,-1,-1,2492398,383250,0.0,-0.91,0.0,0.0,0.0,0.0,-31.02,0.0,0.0,0.0,1872067240.0,0.0,34.78,39.61,7.32,20.94,-1,32224,60810,1440,29888,0,0,0,33827,360,64,426,1711,5015,889,191,11411,2824,2735,65,1012,25146,0,26158,1773966.3744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.0,83.33333333333333,12,AREA 3,10,35,1,153.6,153.18,0.3,0.3,sky130_fd_sc_hd,4
